CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,Credit_Card_Status,IsActiveMember,Activity_Status,EstimatedSalary,Exited,Churn_Status
626,France,Female,52,0,0.0,2,1,Has Credit Card,0,Inactive,32159.46,1,Churned
770,France,Female,68,2,183555.24,1,0,No Credit Card,0,Inactive,159557.28,1,Churned
633,France,Male,38,2,91902.56,2,1,Has Credit Card,1,Active,107673.35,0,Retained
663,France,Male,40,6,156218.19,1,0,No Credit Card,1,Active,33607.72,0,Retained
581,Germany,Female,43,5,93259.57,3,1,Has Credit Card,0,Inactive,141035.65,1,Churned
561,Germany,Female,45,2,168085.38,2,0,No Credit Card,1,Active,115719.08,0,Retained
479,Germany,Male,51,1,107714.74,3,1,Has Credit Card,0,Inactive,86128.21,1,Churned
769,France,Female,31,6,117852.26,2,1,Has Credit Card,0,Inactive,147668.64,0,Retained
659,Spain,Male,60,2,0.0,1,1,Has Credit Card,0,Inactive,177480.45,1,Churned
590,Spain,Female,51,10,84474.62,2,1,Has Credit Card,1,Active,190937.09,0,Retained
560,France,Male,50,3,0.0,2,1,Has Credit Card,0,Inactive,84531.79,0,Retained
437,Germany,Male,35,6,126803.34,2,1,Has Credit Card,1,Active,161133.4,0,Retained
661,France,Female,34,0,0.0,2,1,Has Credit Card,0,Inactive,185555.63,0,Retained
677,Germany,Female,36,10,68806.84,1,1,Has Credit Card,0,Inactive,33075.24,0,Retained
560,France,Female,31,3,115141.18,1,1,Has Credit Card,0,Inactive,39806.75,0,Retained
578,France,Female,35,2,0.0,2,0,No Credit Card,1,Active,26389.92,0,Retained
421,Spain,Male,34,6,90723.36,1,1,Has Credit Card,1,Active,12162.76,0,Retained
492,Germany,Female,49,2,151249.45,2,1,Has Credit Card,1,Active,167237.94,0,Retained
545,France,Female,32,6,0.0,2,1,Has Credit Card,1,Active,52067.37,0,Retained
640,Germany,Female,43,9,94752.49,1,1,Has Credit Card,0,Inactive,184006.36,1,Churned
624,Spain,Female,34,6,0.0,1,1,Has Credit Card,0,Inactive,582.59,1,Churned
577,Spain,Male,28,7,0.0,1,1,Has Credit Card,0,Inactive,143274.41,0,Retained
704,France,Male,31,5,132084.66,3,1,Has Credit Card,1,Active,54474.48,1,Churned
523,France,Male,45,5,0.0,2,1,Has Credit Card,1,Active,121428.2,0,Retained
793,France,Male,35,2,0.0,2,1,Has Credit Card,1,Active,79704.12,0,Retained
564,France,Female,53,2,45472.28,1,1,Has Credit Card,1,Active,41055.71,1,Churned
711,France,Male,33,1,0.0,1,0,No Credit Card,0,Inactive,41590.4,0,Retained
791,Germany,Female,33,10,130229.71,2,0,No Credit Card,0,Inactive,54019.93,1,Churned
629,Germany,Female,38,9,123948.85,1,1,Has Credit Card,0,Inactive,76053.07,0,Retained
729,Germany,Male,39,6,127415.85,1,1,Has Credit Card,1,Active,184977.2,1,Churned
651,Germany,Male,35,8,110067.71,1,1,Has Credit Card,0,Inactive,127678.95,1,Churned
695,Spain,Male,39,4,65521.2,1,1,Has Credit Card,1,Active,1243.97,0,Retained
847,Spain,Male,31,5,0.0,2,1,Has Credit Card,1,Active,76326.67,0,Retained
704,France,Male,47,5,0.0,2,1,Has Credit Card,1,Active,145338.61,0,Retained
613,Germany,Male,33,3,155736.42,2,1,Has Credit Card,1,Active,57751.21,0,Retained
692,Spain,Female,29,4,0.0,2,0,No Credit Card,0,Inactive,138880.24,0,Retained
720,France,Female,34,3,118307.57,2,1,Has Credit Card,1,Active,136120.29,0,Retained
577,France,Male,41,6,0.0,1,1,Has Credit Card,1,Active,167621.18,0,Retained
710,Germany,Female,24,7,103099.17,2,1,Has Credit Card,0,Inactive,173276.62,0,Retained
716,France,Female,38,1,0.0,2,1,Has Credit Card,1,Active,99661.46,0,Retained
410,France,Male,33,6,125789.69,1,0,No Credit Card,0,Inactive,66333.56,1,Churned
584,Germany,Female,36,4,109646.83,1,1,Has Credit Card,1,Active,70240.79,0,Retained
792,France,Male,30,1,127187.86,1,1,Has Credit Card,1,Active,113553.42,0,Retained
605,France,Female,36,6,0.0,1,0,No Credit Card,1,Active,690.84,0,Retained
486,Spain,Male,24,1,0.0,1,1,Has Credit Card,0,Inactive,98802.76,0,Retained
615,France,Male,41,4,130385.82,1,0,No Credit Card,1,Active,130661.95,0,Retained
676,France,Male,23,1,107787.47,1,0,No Credit Card,1,Active,116378.82,0,Retained
571,France,Male,34,1,99325.04,2,0,No Credit Card,1,Active,186052.15,0,Retained
850,France,Female,37,9,0.0,1,0,No Credit Card,0,Inactive,100101.06,0,Retained
717,France,Male,48,7,123764.95,1,1,Has Credit Card,1,Active,169952.82,0,Retained
642,Germany,Female,39,8,128264.03,1,1,Has Credit Card,0,Inactive,61792.76,1,Churned
780,Spain,Male,47,7,86006.21,1,1,Has Credit Card,1,Active,37973.13,0,Retained
492,Germany,Female,38,8,57068.43,2,1,Has Credit Card,0,Inactive,188974.81,0,Retained
760,Germany,Male,29,5,103607.24,2,0,No Credit Card,1,Active,86334.64,0,Retained
500,Spain,Male,40,1,99004.24,1,1,Has Credit Card,1,Active,152845.99,0,Retained
654,Spain,Female,36,2,0.0,2,1,Has Credit Card,1,Active,146652.11,0,Retained
606,Spain,Female,25,3,147386.72,3,1,Has Credit Card,0,Inactive,45482.04,1,Churned
367,Spain,Male,42,6,93608.28,1,1,Has Credit Card,0,Inactive,168816.73,1,Churned
799,Spain,Male,38,2,0.0,2,1,Has Credit Card,1,Active,59297.34,0,Retained
434,Germany,Male,71,9,119496.87,1,1,Has Credit Card,0,Inactive,125848.88,0,Retained
719,Spain,Female,32,7,0.0,1,0,No Credit Card,0,Inactive,76264.27,0,Retained
641,France,Female,37,2,0.0,2,1,Has Credit Card,0,Inactive,3939.87,0,Retained
461,Spain,Female,25,6,0.0,2,1,Has Credit Card,1,Active,15306.29,0,Retained
790,Germany,Female,25,5,152885.77,1,1,Has Credit Card,0,Inactive,58214.79,0,Retained
588,France,Male,31,4,99607.37,2,0,No Credit Card,1,Active,35877.03,0,Retained
621,France,Male,27,4,137003.68,1,1,Has Credit Card,0,Inactive,21254.06,0,Retained
768,Germany,Male,48,3,122831.58,1,1,Has Credit Card,1,Active,24533.89,1,Churned
681,Spain,Male,38,2,99811.44,2,1,Has Credit Card,0,Inactive,23531.5,0,Retained
606,Spain,Male,37,8,154712.58,2,1,Has Credit Card,0,Inactive,89099.18,0,Retained
542,Spain,Male,37,8,0.0,1,1,Has Credit Card,1,Active,807.06,0,Retained
713,Germany,Female,24,7,147687.24,1,1,Has Credit Card,1,Active,121592.5,0,Retained
597,Spain,Female,33,2,0.0,2,1,Has Credit Card,1,Active,4700.66,0,Retained
635,France,Male,27,3,127009.83,1,1,Has Credit Card,0,Inactive,161909.95,0,Retained
599,Germany,Male,61,1,124737.96,1,0,No Credit Card,1,Active,90389.61,1,Churned
496,Spain,Female,44,0,179356.28,2,1,Has Credit Card,0,Inactive,2919.21,1,Churned
759,Spain,Male,31,8,0.0,2,1,Has Credit Card,1,Active,99086.74,0,Retained
757,Germany,Male,31,1,127320.36,3,1,Has Credit Card,0,Inactive,163170.32,0,Retained
564,Spain,Male,31,0,125175.58,1,1,Has Credit Card,1,Active,72757.33,0,Retained
561,France,Female,22,6,186788.96,2,1,Has Credit Card,0,Inactive,73286.8,0,Retained
702,France,Male,40,3,148556.74,1,0,No Credit Card,1,Active,146056.29,0,Retained
678,Germany,Female,40,8,128644.46,1,0,No Credit Card,0,Inactive,167673.37,0,Retained
707,France,Female,46,7,127476.73,2,1,Has Credit Card,1,Active,146011.55,0,Retained
610,France,Female,27,9,159561.93,1,0,No Credit Card,1,Active,103381.47,0,Retained
744,France,Male,42,1,112419.92,1,1,Has Credit Card,1,Active,83022.92,0,Retained
598,France,Male,28,8,129991.76,2,0,No Credit Card,1,Active,46041.08,0,Retained
562,Spain,Male,36,5,0.0,1,0,No Credit Card,1,Active,182843.24,0,Retained
621,Spain,Female,59,2,0.0,2,1,Has Credit Card,1,Active,171364.18,0,Retained
659,France,Female,50,3,0.0,1,1,Has Credit Card,0,Inactive,183399.12,1,Churned
722,Germany,Female,40,6,89175.06,2,0,No Credit Card,1,Active,152883.95,0,Retained
606,France,Female,39,3,0.0,2,1,Has Credit Card,0,Inactive,50560.45,1,Churned
603,Spain,Female,39,5,162390.52,2,1,Has Credit Card,0,Inactive,54702.66,0,Retained
506,Germany,Female,59,3,190353.08,1,1,Has Credit Card,0,Inactive,78365.75,0,Retained
715,France,Male,21,8,0.0,2,1,Has Credit Card,0,Inactive,68666.63,0,Retained
690,France,Male,47,2,0.0,2,1,Has Credit Card,0,Inactive,151375.73,0,Retained
644,France,Female,40,10,139180.97,1,1,Has Credit Card,1,Active,19959.67,0,Retained
589,France,Male,36,8,114435.47,1,1,Has Credit Card,0,Inactive,26955.72,0,Retained
592,France,Female,66,5,149950.19,1,1,Has Credit Card,1,Active,76267.59,0,Retained
632,France,Male,42,4,126115.6,1,1,Has Credit Card,0,Inactive,100998.5,0,Retained
577,Germany,Female,59,7,111396.97,1,0,No Credit Card,1,Active,191070.01,0,Retained
588,France,Male,30,3,115007.08,1,0,No Credit Card,0,Inactive,176858.5,0,Retained
617,France,Male,54,6,102141.9,1,1,Has Credit Card,1,Active,45325.26,0,Retained
668,Spain,Female,36,3,133686.52,1,1,Has Credit Card,0,Inactive,190958.48,1,Churned
810,France,Male,32,9,120879.73,2,0,No Credit Card,1,Active,78896.59,0,Retained
767,Spain,Male,47,5,0.0,1,1,Has Credit Card,0,Inactive,121964.46,1,Churned
718,Spain,Female,49,10,82321.88,1,0,No Credit Card,1,Active,11144.4,0,Retained
589,Spain,Female,27,4,0.0,2,1,Has Credit Card,0,Inactive,144181.48,0,Retained
778,Spain,Male,33,5,116474.28,2,1,Has Credit Card,1,Active,32757.55,0,Retained
724,France,Female,34,3,132352.69,1,1,Has Credit Card,0,Inactive,80320.3,0,Retained
477,Germany,Female,39,4,182491.57,1,1,Has Credit Card,0,Inactive,185830.72,0,Retained
580,France,Male,34,6,0.0,2,1,Has Credit Card,1,Active,160095.31,0,Retained
566,Spain,Male,63,2,120787.18,2,1,Has Credit Card,1,Active,52198.84,0,Retained
711,France,Female,29,3,130181.47,2,1,Has Credit Card,0,Inactive,31811.44,0,Retained
706,Germany,Male,32,5,88348.43,2,1,Has Credit Card,1,Active,104181.78,0,Retained
703,Spain,Male,31,6,0.0,2,1,Has Credit Card,1,Active,67667.19,0,Retained
679,Germany,Male,39,2,146186.28,2,1,Has Credit Card,1,Active,193974.47,0,Retained
603,France,Male,32,7,0.0,1,1,Has Credit Card,0,Inactive,198055.94,1,Churned
598,Spain,Male,34,0,104488.17,1,0,No Credit Card,1,Active,43249.67,0,Retained
836,Germany,Female,32,4,109196.67,2,1,Has Credit Card,0,Inactive,55218.02,0,Retained
687,France,Female,61,7,80538.56,1,1,Has Credit Card,0,Inactive,131305.37,1,Churned
704,Germany,Male,41,4,109026.8,2,1,Has Credit Card,1,Active,43117.1,0,Retained
605,Germany,Male,75,2,61319.63,1,0,No Credit Card,1,Active,186655.11,0,Retained
516,France,Female,40,9,0.0,2,0,No Credit Card,1,Active,33266.29,0,Retained
572,France,Female,39,2,0.0,2,1,Has Credit Card,1,Active,555.28,0,Retained
557,France,Male,42,6,177822.03,1,1,Has Credit Card,0,Inactive,150944.31,1,Churned
443,Germany,Male,59,4,110939.3,1,1,Has Credit Card,0,Inactive,72846.58,1,Churned
604,Germany,Male,25,7,165413.43,1,1,Has Credit Card,1,Active,35279.74,0,Retained
483,France,Male,27,1,77805.66,1,1,Has Credit Card,1,Active,2101.89,0,Retained
702,France,Male,50,3,0.0,2,0,No Credit Card,0,Inactive,94949.84,0,Retained
670,Spain,Female,57,3,175575.95,2,1,Has Credit Card,0,Inactive,99061.75,1,Churned
804,Spain,Female,38,3,124197.22,1,1,Has Credit Card,0,Inactive,74692.06,0,Retained
850,France,Female,30,3,0.0,2,1,Has Credit Card,0,Inactive,116692.8,0,Retained
554,France,Female,39,10,160132.75,1,1,Has Credit Card,0,Inactive,32824.15,0,Retained
588,Germany,Female,37,7,70258.88,2,1,Has Credit Card,0,Inactive,139607.61,0,Retained
758,Germany,Male,32,4,162657.64,2,1,Has Credit Card,1,Active,115525.13,0,Retained
787,Germany,Male,43,0,132217.45,1,1,Has Credit Card,0,Inactive,20955.03,1,Churned
582,Spain,Male,25,9,148042.97,2,1,Has Credit Card,0,Inactive,52341.15,0,Retained
633,Spain,Female,33,4,92855.02,1,1,Has Credit Card,1,Active,159813.18,0,Retained
766,Germany,Male,47,9,129289.98,1,1,Has Credit Card,0,Inactive,169935.46,1,Churned
564,Spain,Male,37,9,100252.18,1,1,Has Credit Card,1,Active,146033.52,0,Retained
602,Spain,Male,37,3,107592.89,2,0,No Credit Card,1,Active,153122.73,0,Retained
649,France,Male,39,3,113096.41,1,1,Has Credit Card,1,Active,60335.24,0,Retained
679,Spain,Female,40,7,0.0,2,1,Has Credit Card,1,Active,163757.29,0,Retained
639,Spain,Male,34,7,149940.04,2,0,No Credit Card,0,Inactive,156648.81,0,Retained
790,Germany,Male,50,8,121438.58,1,1,Has Credit Card,1,Active,176471.78,1,Churned
565,France,Male,32,9,0.0,2,1,Has Credit Card,0,Inactive,5388.3,0,Retained
478,France,Female,50,2,0.0,1,0,No Credit Card,1,Active,93332.64,1,Churned
825,France,Male,29,3,148874.01,2,0,No Credit Card,1,Active,71192.82,0,Retained
528,Spain,Female,32,0,68138.37,1,1,Has Credit Card,1,Active,170309.19,0,Retained
577,Spain,Male,35,5,110080.3,1,1,Has Credit Card,1,Active,109794.31,0,Retained
663,France,Male,24,7,0.0,2,1,Has Credit Card,1,Active,166310.82,0,Retained
505,Germany,Female,25,5,114268.85,2,1,Has Credit Card,1,Active,126728.27,0,Retained
633,Germany,Male,29,6,117412.35,1,0,No Credit Card,0,Inactive,30338.94,0,Retained
586,France,Female,38,6,0.0,2,1,Has Credit Card,1,Active,37935.83,0,Retained
850,France,Female,35,9,0.0,2,0,No Credit Card,0,Inactive,25329.48,0,Retained
629,Germany,Female,37,1,35549.81,2,0,No Credit Card,0,Inactive,49676.33,0,Retained
744,France,Male,56,9,0.0,2,1,Has Credit Card,1,Active,169498.61,0,Retained
750,France,Male,36,7,136492.92,3,1,Has Credit Card,1,Active,26500.29,1,Churned
637,Germany,Male,28,3,123675.69,1,1,Has Credit Card,1,Active,166458.41,0,Retained
575,France,Female,40,1,139532.34,1,1,Has Credit Card,0,Inactive,181294.39,0,Retained
671,Spain,Male,58,1,178713.98,1,1,Has Credit Card,1,Active,21768.21,0,Retained
571,France,Male,40,5,0.0,2,0,No Credit Card,0,Inactive,72849.29,0,Retained
590,France,Male,41,1,89086.31,1,1,Has Credit Card,0,Inactive,24499.97,0,Retained
619,Spain,Male,38,3,96143.47,1,0,No Credit Card,0,Inactive,98994.92,0,Retained
640,Germany,Female,30,5,32197.64,1,0,No Credit Card,1,Active,141446.01,0,Retained
670,France,Male,38,7,0.0,2,1,Has Credit Card,1,Active,77864.41,0,Retained
737,France,Female,33,4,0.0,2,1,Has Credit Card,0,Inactive,115115.32,0,Retained
555,Spain,Male,32,10,0.0,2,0,No Credit Card,1,Active,168605.96,0,Retained
742,France,Male,33,6,0.0,2,0,No Credit Card,0,Inactive,38550.4,0,Retained
618,Germany,Female,40,0,140306.38,1,1,Has Credit Card,0,Inactive,160618.61,1,Churned
560,France,Female,35,1,0.0,2,1,Has Credit Card,0,Inactive,3701.63,0,Retained
654,France,Male,38,8,0.0,2,1,Has Credit Card,0,Inactive,88659.44,0,Retained
787,Germany,Female,42,2,74483.97,2,0,No Credit Card,1,Active,44273.91,0,Retained
611,France,Female,53,7,0.0,2,0,No Credit Card,1,Active,156495.39,1,Churned
559,Spain,Male,34,0,0.0,1,1,Has Credit Card,0,Inactive,182988.94,0,Retained
481,France,Male,37,8,152303.66,2,1,Has Credit Card,1,Active,175082.2,0,Retained
753,Germany,Male,32,5,159904.79,1,1,Has Credit Card,0,Inactive,148811.14,0,Retained
675,France,Male,32,1,0.0,3,1,Has Credit Card,0,Inactive,85901.09,0,Retained
748,Germany,Female,31,1,99557.94,1,1,Has Credit Card,0,Inactive,199255.32,0,Retained
610,Spain,Female,46,5,116886.59,1,0,No Credit Card,0,Inactive,107973.44,0,Retained
580,Spain,Male,32,9,142188.2,2,0,No Credit Card,1,Active,128028.6,0,Retained
624,Germany,Female,40,3,149961.99,2,1,Has Credit Card,0,Inactive,104610.86,0,Retained
709,France,Female,36,8,0.0,2,1,Has Credit Card,1,Active,69676.55,0,Retained
605,France,Female,34,2,0.0,1,0,No Credit Card,0,Inactive,35982.42,0,Retained
706,Spain,Male,53,7,0.0,2,0,No Credit Card,1,Active,117939.17,0,Retained
567,Spain,Male,40,8,28649.64,1,1,Has Credit Card,1,Active,95140.62,0,Retained
747,France,Female,21,4,81025.6,2,1,Has Credit Card,0,Inactive,167682.57,0,Retained
664,France,Male,57,1,0.0,2,1,Has Credit Card,1,Active,56562.57,0,Retained
711,France,Female,39,3,152462.79,1,1,Has Credit Card,0,Inactive,90305.97,0,Retained
609,France,Male,25,10,0.0,1,0,No Credit Card,1,Active,109895.16,0,Retained
632,Spain,Male,28,7,155519.59,1,1,Has Credit Card,0,Inactive,1843.24,0,Retained
725,France,Female,36,1,118851.05,1,1,Has Credit Card,1,Active,102747.02,0,Retained
850,France,Female,34,9,92899.27,2,1,Has Credit Card,0,Inactive,97465.89,0,Retained
682,France,Male,40,4,0.0,1,0,No Credit Card,1,Active,105352.55,0,Retained
797,France,Male,37,4,75263.7,1,1,Has Credit Card,0,Inactive,85801.77,0,Retained
668,Spain,Male,38,1,147904.31,1,1,Has Credit Card,1,Active,69370.05,0,Retained
783,Germany,Female,41,5,106640.5,1,1,Has Credit Card,0,Inactive,176945.96,0,Retained
766,Germany,Female,28,4,90696.78,1,0,No Credit Card,1,Active,21597.2,0,Retained
704,Spain,Female,36,2,175509.8,2,1,Has Credit Card,0,Inactive,152039.67,0,Retained
722,France,Male,40,6,0.0,2,1,Has Credit Card,1,Active,111893.09,0,Retained
692,France,Female,34,7,0.0,2,1,Has Credit Card,0,Inactive,195074.62,0,Retained
584,France,Female,35,2,114321.28,2,0,No Credit Card,0,Inactive,15959.01,0,Retained
644,Germany,Female,51,4,95560.04,1,0,No Credit Card,0,Inactive,72628.84,1,Churned
598,Germany,Female,50,5,88379.81,3,0,No Credit Card,1,Active,64157.24,1,Churned
733,Germany,Male,48,7,85915.52,1,1,Has Credit Card,1,Active,23860.5,0,Retained
615,Germany,Male,58,3,72309.3,1,1,Has Credit Card,1,Active,85687.09,1,Churned
850,France,Female,39,2,0.0,2,1,Has Credit Card,0,Inactive,179451.42,0,Retained
521,France,Male,43,8,0.0,1,1,Has Credit Card,1,Active,93180.09,0,Retained
675,France,Male,69,1,0.0,2,1,Has Credit Card,0,Inactive,157097.09,0,Retained
746,France,Male,58,3,0.0,3,1,Has Credit Card,1,Active,80344.96,1,Churned
770,France,Female,33,4,0.0,1,1,Has Credit Card,0,Inactive,26080.54,1,Churned
618,France,Male,30,3,133844.22,1,1,Has Credit Card,1,Active,31406.93,0,Retained
556,France,Male,36,7,154872.08,2,1,Has Credit Card,1,Active,32044.64,0,Retained
749,France,Female,27,9,0.0,2,1,Has Credit Card,0,Inactive,132734.87,0,Retained
702,Spain,Male,43,6,116121.67,1,1,Has Credit Card,0,Inactive,61602.42,0,Retained
555,Germany,Male,42,6,107104.5,1,1,Has Credit Card,1,Active,41304.44,1,Churned
587,France,Male,47,6,71026.77,1,1,Has Credit Card,0,Inactive,57962.41,0,Retained
639,France,Male,38,3,0.0,1,1,Has Credit Card,0,Inactive,42862.82,0,Retained
643,France,Male,33,4,0.0,2,1,Has Credit Card,1,Active,152992.04,0,Retained
600,France,Female,41,1,0.0,2,1,Has Credit Card,1,Active,91193.65,0,Retained
651,France,Male,53,7,0.0,2,1,Has Credit Card,1,Active,130132.41,0,Retained
666,France,Female,27,4,0.0,2,0,No Credit Card,0,Inactive,88751.45,0,Retained
520,France,Female,39,6,145644.05,1,0,No Credit Card,0,Inactive,104118.93,0,Retained
650,Spain,Female,50,7,129667.77,1,0,No Credit Card,0,Inactive,42028.16,0,Retained
564,Germany,Male,33,3,109341.87,1,1,Has Credit Card,0,Inactive,75632.78,0,Retained
586,France,Male,64,1,0.0,2,1,Has Credit Card,1,Active,53710.23,0,Retained
617,France,Female,35,5,0.0,2,0,No Credit Card,1,Active,13066.3,0,Retained
712,Spain,Female,30,6,0.0,2,1,Has Credit Card,0,Inactive,152417.97,0,Retained
654,France,Male,55,3,87485.67,1,1,Has Credit Card,1,Active,3299.01,0,Retained
605,France,Male,27,9,0.0,2,1,Has Credit Card,0,Inactive,198091.81,0,Retained
491,France,Female,36,0,53369.13,1,1,Has Credit Card,1,Active,103934.12,0,Retained
707,France,Female,35,9,0.0,2,1,Has Credit Card,1,Active,70403.65,0,Retained
638,Spain,Male,34,5,146679.77,1,1,Has Credit Card,0,Inactive,102179.86,0,Retained
683,France,Male,43,2,112499.42,2,1,Has Credit Card,0,Inactive,30375.18,0,Retained
815,Spain,Female,38,2,48387.0,1,1,Has Credit Card,0,Inactive,184796.84,0,Retained
645,Spain,Male,38,1,68079.8,1,0,No Credit Card,1,Active,166264.89,0,Retained
645,Germany,Male,49,4,160133.88,1,0,No Credit Card,1,Active,88391.97,0,Retained
683,France,Male,30,4,66190.33,1,1,Has Credit Card,1,Active,115186.97,0,Retained
705,France,Female,37,10,0.0,2,1,Has Credit Card,1,Active,13935.53,1,Churned
647,France,Male,35,4,123761.68,1,1,Has Credit Card,0,Inactive,83910.4,0,Retained
786,Germany,Female,33,0,122325.58,1,0,No Credit Card,0,Inactive,34712.34,1,Churned
534,France,Male,41,9,0.0,2,1,Has Credit Card,0,Inactive,13871.34,0,Retained
602,Spain,Female,42,1,138912.17,1,1,Has Credit Card,1,Active,139494.75,0,Retained
695,France,Female,42,0,0.0,2,0,No Credit Card,1,Active,140724.64,0,Retained
553,Germany,Female,25,7,128524.19,2,1,Has Credit Card,0,Inactive,20682.46,0,Retained
516,Spain,Female,31,3,0.0,2,1,Has Credit Card,0,Inactive,124202.26,0,Retained
655,France,Female,34,3,0.0,2,1,Has Credit Card,0,Inactive,159638.77,0,Retained
849,Germany,Female,49,9,132934.89,1,1,Has Credit Card,0,Inactive,171056.65,1,Churned
520,Germany,Male,43,3,150805.17,3,0,No Credit Card,1,Active,25333.03,1,Churned
568,Spain,Female,46,3,0.0,2,1,Has Credit Card,1,Active,29372.62,0,Retained
695,Spain,Male,32,9,0.0,3,0,No Credit Card,1,Active,38533.79,0,Retained
807,Spain,Female,28,7,165969.26,3,1,Has Credit Card,0,Inactive,156122.13,1,Churned
642,Germany,Female,36,2,124495.98,3,1,Has Credit Card,1,Active,57904.22,1,Churned
703,Germany,Male,39,1,141559.5,1,1,Has Credit Card,1,Active,31257.1,1,Churned
556,France,Male,38,2,114756.14,1,1,Has Credit Card,0,Inactive,193214.05,0,Retained
585,France,Female,30,6,0.0,2,1,Has Credit Card,1,Active,137757.69,0,Retained
587,Germany,Female,49,7,155393.98,2,1,Has Credit Card,0,Inactive,13308.2,1,Churned
524,Spain,Female,32,6,0.0,1,1,Has Credit Card,1,Active,132861.9,1,Churned
556,Germany,Female,31,1,128663.81,2,1,Has Credit Card,0,Inactive,125083.29,0,Retained
504,Spain,Male,44,4,113522.64,1,1,Has Credit Card,1,Active,12405.2,0,Retained
731,Spain,Female,26,3,0.0,2,1,Has Credit Card,0,Inactive,37697.29,0,Retained
651,France,Male,34,3,0.0,2,1,Has Credit Card,1,Active,105599.65,0,Retained
675,Spain,Female,40,8,79035.95,1,1,Has Credit Card,0,Inactive,142783.98,1,Churned
657,Spain,Female,22,6,0.0,3,0,No Credit Card,1,Active,168412.07,1,Churned
686,Germany,Male,33,9,141918.09,2,0,No Credit Card,1,Active,184036.47,0,Retained
690,France,Female,35,9,107944.33,2,0,No Credit Card,0,Inactive,48478.47,0,Retained
567,France,Male,36,7,0.0,2,0,No Credit Card,1,Active,3896.08,0,Retained
557,Germany,Male,57,1,120043.13,1,1,Has Credit Card,0,Inactive,132370.75,1,Churned
446,Spain,Female,45,10,125191.69,1,1,Has Credit Card,1,Active,128260.86,1,Churned
850,France,Male,31,1,96399.31,2,1,Has Credit Card,0,Inactive,106534.15,0,Retained
637,France,Male,41,2,0.0,2,0,No Credit Card,1,Active,102515.42,0,Retained
499,France,Male,60,7,76961.6,2,1,Has Credit Card,1,Active,83643.87,0,Retained
622,Germany,Female,34,7,98675.74,1,1,Has Credit Card,0,Inactive,138906.85,1,Churned
684,Germany,Male,37,1,126817.13,2,1,Has Credit Card,1,Active,29995.83,1,Churned
612,France,Male,32,3,121394.42,1,1,Has Credit Card,0,Inactive,164081.42,0,Retained
813,Germany,Female,29,5,106059.4,1,0,No Credit Card,0,Inactive,187976.88,1,Churned
850,Germany,Male,44,2,112755.34,2,0,No Credit Card,0,Inactive,158171.36,0,Retained
795,Spain,Male,29,4,0.0,2,0,No Credit Card,0,Inactive,155711.64,0,Retained
628,Spain,Female,55,7,0.0,3,1,Has Credit Card,0,Inactive,85890.75,1,Churned
565,Germany,Female,38,7,145400.69,2,1,Has Credit Card,1,Active,83844.79,0,Retained
601,France,Male,39,3,72647.64,1,1,Has Credit Card,0,Inactive,41777.9,1,Churned
802,Spain,Male,40,4,0.0,2,1,Has Credit Card,1,Active,81908.09,0,Retained
614,Germany,Female,37,6,96340.81,2,1,Has Credit Card,1,Active,139377.24,1,Churned
434,Spain,Male,55,6,0.0,1,0,No Credit Card,1,Active,73562.05,1,Churned
522,Germany,Male,32,8,124450.36,2,1,Has Credit Card,1,Active,165786.1,0,Retained
550,Germany,Male,36,2,113877.23,2,1,Has Credit Card,0,Inactive,174921.91,0,Retained
599,Spain,Male,25,3,0.0,2,1,Has Credit Card,1,Active,120790.02,0,Retained
493,France,Female,36,5,148667.81,2,1,Has Credit Card,0,Inactive,56092.51,0,Retained
755,France,Male,34,3,0.0,2,1,Has Credit Card,1,Active,158816.03,0,Retained
605,France,Female,62,4,111065.93,2,0,No Credit Card,1,Active,125660.99,0,Retained
708,France,Male,41,0,0.0,1,1,Has Credit Card,0,Inactive,128400.62,0,Retained
699,France,Male,44,8,158697.61,1,1,Has Credit Card,0,Inactive,107181.22,0,Retained
763,France,Female,53,4,0.0,1,1,Has Credit Card,0,Inactive,77203.72,1,Churned
743,Spain,Male,25,6,0.0,2,1,Has Credit Card,0,Inactive,129740.11,0,Retained
660,France,Female,48,0,90044.32,2,0,No Credit Card,1,Active,187604.97,1,Churned
619,Germany,Male,38,10,84651.79,1,1,Has Credit Card,1,Active,184754.26,0,Retained
739,Germany,Male,32,3,102128.27,1,1,Has Credit Card,0,Inactive,63981.37,1,Churned
769,Germany,Male,60,9,148846.39,1,1,Has Credit Card,0,Inactive,192831.67,1,Churned
692,France,Male,69,10,154953.94,1,1,Has Credit Card,1,Active,70849.47,0,Retained
560,France,Female,30,0,108883.29,1,1,Has Credit Card,0,Inactive,27914.95,0,Retained
607,France,Female,48,4,112070.86,3,1,Has Credit Card,0,Inactive,173568.3,1,Churned
630,Germany,Male,29,6,131354.39,1,0,No Credit Card,1,Active,9324.31,1,Churned
767,Germany,Female,45,7,132746.2,2,1,Has Credit Card,0,Inactive,26628.88,1,Churned
543,France,Female,34,8,0.0,2,0,No Credit Card,1,Active,145601.8,0,Retained
776,France,Male,39,8,125211.55,2,1,Has Credit Card,0,Inactive,144496.07,0,Retained
535,Spain,Male,58,1,0.0,2,1,Has Credit Card,1,Active,11779.98,1,Churned
549,Germany,Male,36,6,139422.37,1,0,No Credit Card,0,Inactive,83983.39,1,Churned
